timestamp,machine_id,machine_type,power_kw,temperature_c,vibration_hz,pressure_bar,hour_of_day,day_of_week,month,is_anomaly
2024-01-01 07:00:00,POMP-003,Pompe Hydraulique,13.51,45.0,40.9,4.06,7,0,1,0
2024-01-01 07:00:00,ELEC-004,Éclairage/Bureautique,3.72,74.5,9.4,4.32,7,0,1,1
2024-01-01 08:00:00,CLIM-001,Climatisation,9.5,41.6,6.0,4.93,8,0,1,0
2024-01-01 08:00:00,FRIG-002,Réfrigération,3.01,43.0,6.2,3.94,8,0,1,0
2024-01-01 08:00:00,POMP-003,Pompe Hydraulique,13.71,45.6,42.3,4.54,8,0,1,0
2024-01-01 08:00:00,ELEC-004,Éclairage/Bureautique,2.02,36.8,4.9,3.9,8,0,1,0
2024-01-01 09:00:00,CLIM-001,Climatisation,10.38,46.8,7.7,4.8,9,0,1,0
2024-01-01 09:00:00,FRIG-002,Réfrigération,3.49,42.3,3.9,4.68,9,0,1,0
2024-01-01 09:00:00,POMP-003,Pompe Hydraulique,13.05,44.3,42.4,4.61,9,0,1,0
2024-01-01 09:00:00,ELEC-004,Éclairage/Bureautique,2.11,40.8,5.2,3.5,9,0,1,0
2024-01-01 10:00:00,CLIM-001,Climatisation,12.44,53.4,5.2,5.07,10,0,1,0
2024-01-01 10:00:00,FRIG-002,Réfrigération,4.22,45.7,5.4,5.24,10,0,1,0
2024-01-01 10:00:00,POMP-003,Pompe Hydraulique,15.65,49.1,51.2,4.66,10,0,1,0
2024-01-01 10:00:00,ELEC-004,Éclairage/Bureautique,2.9,52.1,5.6,4.92,10,0,1,0
2024-01-01 11:00:00,CLIM-001,Climatisation,12.1,49.5,3.8,4.78,11,0,1,0
2024-01-01 11:00:00,FRIG-002,Réfrigération,4.05,47.3,7.3,4.39,11,0,1,0
2024-01-01 11:00:00,POMP-003,Pompe Hydraulique,16.3,47.4,47.0,4.86,11,0,1,0
2024-01-01 11:00:00,ELEC-004,Éclairage/Bureautique,2.66,44.1,4.3,4.43,11,0,1,0
2024-01-01 12:00:00,CLIM-001,Climatisation,13.93,56.5,6.4,5.96,12,0,1,0
2024-01-01 12:00:00,FRIG-002,Réfrigération,3.59,45.0,4.3,4.87,12,0,1,0
2024-01-01 12:00:00,POMP-003,Pompe Hydraulique,15.87,50.0,47.9,4.79,12,0,1,0
2024-01-01 12:00:00,ELEC-004,Éclairage/Bureautique,3.15,46.8,3.7,5.08,12,0,1,0
2024-01-01 13:00:00,CLIM-001,Climatisation,12.22,52.7,3.7,5.81,13,0,1,0
2024-01-01 13:00:00,FRIG-002,Réfrigération,4.58,48.6,5.4,5.56,13,0,1,0
2024-01-01 13:00:00,POMP-003,Pompe Hydraulique,16.78,46.0,46.6,5.02,13,0,1,0
2024-01-01 13:00:00,ELEC-004,Éclairage/Bureautique,3.13,43.0,4.6,4.82,13,0,1,0
2024-01-01 14:00:00,CLIM-001,Climatisation,11.95,53.6,5.4,5.46,14,0,1,0
2024-01-01 14:00:00,FRIG-002,Réfrigération,4.26,47.0,5.1,4.98,14,0,1,0
2024-01-01 14:00:00,POMP-003,Pompe Hydraulique,14.52,47.4,44.6,5.27,14,0,1,0
2024-01-01 14:00:00,ELEC-004,Éclairage/Bureautique,2.77,44.6,5.3,4.28,14,0,1,0
2024-01-01 15:00:00,CLIM-001,Climatisation,12.65,49.4,4.4,5.27,15,0,1,0
2024-01-01 15:00:00,FRIG-002,Réfrigération,4.47,50.0,5.8,5.44,15,0,1,0
2024-01-01 15:00:00,POMP-003,Pompe Hydraulique,17.46,47.4,46.4,4.81,15,0,1,0
2024-01-01 15:00:00,ELEC-004,Éclairage/Bureautique,2.91,44.0,4.8,4.92,15,0,1,0
2024-01-01 16:00:00,CLIM-001,Climatisation,11.55,48.6,5.0,5.36,16,0,1,0
2024-01-01 16:00:00,FRIG-002,Réfrigération,4.4,48.4,5.3,5.16,16,0,1,0
2024-01-01 16:00:00,POMP-003,Pompe Hydraulique,19.09,53.2,49.3,5.34,16,0,1,0
2024-01-01 16:00:00,ELEC-004,Éclairage/Bureautique,3.03,46.8,5.6,4.88,16,0,1,0
2024-01-01 17:00:00,CLIM-001,Climatisation,8.76,42.5,2.9,4.87,17,0,1,0
2024-01-01 17:00:00,FRIG-002,Réfrigération,3.05,41.0,5.4,4.05,17,0,1,0
2024-01-01 17:00:00,POMP-003,Pompe Hydraulique,12.68,42.7,44.7,4.57,17,0,1,0
2024-01-01 17:00:00,ELEC-004,Éclairage/Bureautique,1.91,34.9,4.3,3.63,17,0,1,0
2024-01-01 18:00:00,CLIM-001,Climatisation,7.62,43.4,4.7,4.03,18,0,1,0
2024-01-01 18:00:00,FRIG-002,Réfrigération,3.4,41.9,5.5,4.93,18,0,1,0
2024-01-01 18:00:00,POMP-003,Pompe Hydraulique,11.47,38.9,39.8,4.22,18,0,1,0
2024-01-01 18:00:00,ELEC-004,Éclairage/Bureautique,2.24,40.0,5.1,3.76,18,0,1,0
2024-01-01 19:00:00,CLIM-001,Climatisation,11.28,48.4,4.6,5.57,19,0,1,0
2024-01-01 19:00:00,FRIG-002,Réfrigération,3.56,44.8,7.2,4.35,19,0,1,0
2024-01-01 19:00:00,POMP-003,Pompe Hydraulique,13.01,40.0,46.8,3.82,19,0,1,0
2024-01-01 19:00:00,ELEC-004,Éclairage/Bureautique,2.27,43.9,6.0,3.84,19,0,1,0
2024-01-01 20:00:00,CLIM-001,Climatisation,9.98,47.9,5.7,4.62,20,0,1,0
2024-01-01 20:00:00,FRIG-002,Réfrigération,3.65,44.0,3.3,5.06,20,0,1,0
2024-01-01 20:00:00,POMP-003,Pompe Hydraulique,13.53,44.0,37.2,4.19,20,0,1,0
2024-01-01 20:00:00,ELEC-004,Éclairage/Bureautique,2.2,39.8,4.5,4.14,20,0,1,0
2024-01-01 21:00:00,CLIM-001,Climatisation,3.09,32.2,6.1,3.29,21,0,1,0
2024-01-01 21:00:00,FRIG-002,Réfrigération,1.6,32.2,6.6,3.2,21,0,1,0
2024-01-01 21:00:00,POMP-003,Pompe Hydraulique,6.2,35.8,34.4,3.18,21,0,1,0
2024-01-01 21:00:00,ELEC-004,Éclairage/Bureautique,1.13,35.3,4.0,3.21,21,0,1,0
2024-01-01 22:00:00,CLIM-001,Climatisation,2.78,33.4,5.9,2.7,22,0,1,0
2024-01-01 22:00:00,FRIG-002,Réfrigération,1.95,35.8,6.6,3.0,22,0,1,0
2024-01-01 22:00:00,POMP-003,Pompe Hydraulique,5.98,34.8,30.0,2.59,22,0,1,0
2024-01-01 22:00:00,ELEC-004,Éclairage/Bureautique,0.59,28.7,3.7,2.72,22,0,1,0
2024-01-01 23:00:00,CLIM-001,Climatisation,3.31,32.6,5.7,2.8,23,0,1,0
2024-01-01 23:00:00,FRIG-002,Réfrigération,1.2,32.6,4.5,2.64,23,0,1,0
2024-01-01 23:00:00,POMP-003,Pompe Hydraulique,4.28,30.5,28.0,2.09,23,0,1,0
2024-01-01 23:00:00,ELEC-004,Éclairage/Bureautique,0.86,31.2,4.9,2.7,23,0,1,0
2024-01-02 00:00:00,CLIM-001,Climatisation,3.62,33.4,4.5,2.6,0,1,1,0
2024-01-02 00:00:00,FRIG-002,Réfrigération,1.05,33.4,6.6,2.69,0,1,1,0
2024-01-02 00:00:00,POMP-003,Pompe Hydraulique,7.02,32.6,32.9,3.57,0,1,1,0
2024-01-02 00:00:00,ELEC-004,Éclairage/Bureautique,0.97,29.6,3.4,2.93,0,1,1,0
2024-01-02 01:00:00,CLIM-001,Climatisation,4.09,33.1,3.9,2.89,1,1,1,0
2024-01-02 01:00:00,FRIG-002,Réfrigération,2.01,37.7,5.0,3.9,1,1,1,0
2024-01-02 01:00:00,POMP-003,Pompe Hydraulique,8.85,39.1,34.8,4.08,1,1,1,0
2024-01-02 01:00:00,ELEC-004,Éclairage/Bureautique,0.82,27.7,5.9,3.31,1,1,1,0
2024-01-02 02:00:00,CLIM-001,Climatisation,4.27,33.8,4.6,3.07,2,1,1,0
2024-01-02 02:00:00,FRIG-002,Réfrigération,1.3,31.1,4.4,2.69,2,1,1,0
2024-01-02 02:00:00,POMP-003,Pompe Hydraulique,3.0,30.5,26.6,2.52,2,1,1,0
2024-01-02 02:00:00,ELEC-004,Éclairage/Bureautique,0.88,32.4,5.5,2.49,2,1,1,0
2024-01-02 03:00:00,CLIM-001,Climatisation,5.99,40.2,5.9,3.37,3,1,1,0
2024-01-02 03:00:00,FRIG-002,Réfrigération,1.27,28.3,3.4,2.94,3,1,1,0
2024-01-02 03:00:00,POMP-003,Pompe Hydraulique,4.17,32.3,24.2,2.84,3,1,1,0
2024-01-02 03:00:00,ELEC-004,Éclairage/Bureautique,0.87,30.9,4.1,2.66,3,1,1,0
2024-01-02 04:00:00,CLIM-001,Climatisation,3.74,34.0,6.1,3.23,4,1,1,0
2024-01-02 04:00:00,FRIG-002,Réfrigération,0.76,27.5,5.6,2.49,4,1,1,0
2024-01-02 04:00:00,POMP-003,Pompe Hydraulique,6.2,33.6,32.7,3.6,4,1,1,0
2024-01-02 04:00:00,ELEC-004,Éclairage/Bureautique,1.07,31.3,4.5,2.82,4,1,1,0
2024-01-02 05:00:00,CLIM-001,Climatisation,4.71,36.5,2.8,3.36,5,1,1,0
2024-01-02 05:00:00,FRIG-002,Réfrigération,1.86,34.3,3.0,3.05,5,1,1,0
2024-01-02 05:00:00,POMP-003,Pompe Hydraulique,7.26,33.2,28.5,3.33,5,1,1,0
2024-01-02 05:00:00,ELEC-004,Éclairage/Bureautique,1.17,28.4,5.2,3.27,5,1,1,0
2024-01-02 06:00:00,CLIM-001,Climatisation,4.39,34.9,4.1,3.05,6,1,1,0
2024-01-02 06:00:00,FRIG-002,Réfrigération,1.69,38.8,5.2,3.3,6,1,1,0
2024-01-02 06:00:00,POMP-003,Pompe Hydraulique,4.69,29.8,33.1,2.97,6,1,1,0
2024-01-02 06:00:00,ELEC-004,Éclairage/Bureautique,1.21,32.0,4.7,2.78,6,1,1,0
2024-01-02 07:00:00,CLIM-001,Climatisation,8.99,41.9,6.0,4.69,7,1,1,0
2024-01-02 07:00:00,FRIG-002,Réfrigération,3.42,47.4,4.2,4.12,7,1,1,0
2024-01-02 07:00:00,POMP-003,Pompe Hydraulique,13.4,45.0,41.7,3.74,7,1,1,0
2024-01-02 07:00:00,ELEC-004,Éclairage/Bureautique,5.35,76.1,18.5,4.04,7,1,1,1
2024-01-02 08:00:00,CLIM-001,Climatisation,9.76,45.0,4.2,4.74,8,1,1,0
2024-01-02 08:00:00,FRIG-002,Réfrigération,2.9,44.6,5.2,4.14,8,1,1,0
2024-01-02 08:00:00,POMP-003,Pompe Hydraulique,12.01,41.1,42.0,4.51,8,1,1,0
2024-01-02 08:00:00,ELEC-004,Éclairage/Bureautique,3.82,63.6,14.8,3.68,8,1,1,1
2024-01-02 09:00:00,CLIM-001,Climatisation,9.15,44.6,6.3,4.2,9,1,1,0
2024-01-02 09:00:00,FRIG-002,Réfrigération,3.22,39.6,4.8,4.26,9,1,1,0
2024-01-02 09:00:00,POMP-003,Pompe Hydraulique,14.17,44.0,49.0,4.02,9,1,1,0
2024-01-02 09:00:00,ELEC-004,Éclairage/Bureautique,2.15,37.1,7.6,3.93,9,1,1,0
2024-01-02 10:00:00,CLIM-001,Climatisation,11.23,48.8,4.9,5.04,10,1,1,0
2024-01-02 10:00:00,FRIG-002,Réfrigération,4.19,46.8,4.3,5.08,10,1,1,0
2024-01-02 10:00:00,POMP-003,Pompe Hydraulique,18.47,44.9,47.3,4.99,10,1,1,0
2024-01-02 10:00:00,ELEC-004,Éclairage/Bureautique,2.73,42.5,3.6,4.19,10,1,1,0
2024-01-02 11:00:00,CLIM-001,Climatisation,11.59,48.0,5.5,4.86,11,1,1,0
2024-01-02 11:00:00,FRIG-002,Réfrigération,4.42,46.8,4.5,5.36,11,1,1,0
2024-01-02 11:00:00,POMP-003,Pompe Hydraulique,16.38,46.9,52.2,4.7,11,1,1,0
2024-01-02 11:00:00,ELEC-004,Éclairage/Bureautique,2.73,45.5,3.9,4.61,11,1,1,0
2024-01-02 12:00:00,CLIM-001,Climatisation,10.48,49.5,3.8,4.55,12,1,1,0
2024-01-02 12:00:00,FRIG-002,Réfrigération,3.73,46.6,3.7,5.24,12,1,1,0
2024-01-02 12:00:00,POMP-003,Pompe Hydraulique,14.7,43.9,49.6,4.66,12,1,1,0
2024-01-02 12:00:00,ELEC-004,Éclairage/Bureautique,2.73,43.1,5.3,3.91,12,1,1,0
2024-01-02 13:00:00,CLIM-001,Climatisation,11.37,46.9,3.7,5.06,13,1,1,0
2024-01-02 13:00:00,FRIG-002,Réfrigération,4.26,46.3,5.4,4.59,13,1,1,0
2024-01-02 13:00:00,POMP-003,Pompe Hydraulique,16.24,48.2,54.4,5.42,13,1,1,0
2024-01-02 13:00:00,ELEC-004,Éclairage/Bureautique,2.43,38.7,4.4,4.17,13,1,1,0
2024-01-02 14:00:00,CLIM-001,Climatisation,11.6,48.6,3.6,5.27,14,1,1,0
2024-01-02 14:00:00,FRIG-002,Réfrigération,3.92,43.7,4.0,5.17,14,1,1,0
2024-01-02 14:00:00,POMP-003,Pompe Hydraulique,19.3,50.7,55.4,5.56,14,1,1,0
2024-01-02 14:00:00,ELEC-004,Éclairage/Bureautique,2.68,43.1,7.6,4.36,14,1,1,0
2024-01-02 15:00:00,CLIM-001,Climatisation,11.6,48.7,5.2,4.99,15,1,1,0
2024-01-02 15:00:00,FRIG-002,Réfrigération,4.01,50.5,5.7,4.75,15,1,1,0
2024-01-02 15:00:00,POMP-003,Pompe Hydraulique,15.49,48.0,42.9,5.16,15,1,1,0
2024-01-02 15:00:00,ELEC-004,Éclairage/Bureautique,2.79,44.8,5.2,4.08,15,1,1,0
2024-01-02 16:00:00,CLIM-001,Climatisation,12.59,51.4,6.3,5.68,16,1,1,0
2024-01-02 16:00:00,FRIG-002,Réfrigération,4.18,44.5,5.4,5.1,16,1,1,0
2024-01-02 16:00:00,POMP-003,Pompe Hydraulique,17.78,49.5,53.7,5.17,16,1,1,0
2024-01-02 16:00:00,ELEC-004,Éclairage/Bureautique,2.79,45.0,5.0,4.49,16,1,1,0
2024-01-02 17:00:00,CLIM-001,Climatisation,8.16,42.3,4.0,4.56,17,1,1,0
2024-01-02 17:00:00,FRIG-002,Réfrigération,3.24,41.8,6.4,4.42,17,1,1,0
2024-01-02 17:00:00,POMP-003,Pompe Hydraulique,33.75,60.5,119.2,4.76,17,1,1,1
2024-01-02 17:00:00,ELEC-004,Éclairage/Bureautique,2.34,40.7,6.2,3.88,17,1,1,0
2024-01-02 18:00:00,CLIM-001,Climatisation,11.3,46.9,4.6,5.45,18,1,1,0
2024-01-02 18:00:00,FRIG-002,Réfrigération,3.04,43.2,4.7,3.97,18,1,1,0
2024-01-02 18:00:00,POMP-003,Pompe Hydraulique,12.0,39.8,41.7,4.25,18,1,1,0
2024-01-02 18:00:00,ELEC-004,Éclairage/Bureautique,1.99,39.6,4.8,3.52,18,1,1,0
2024-01-02 19:00:00,CLIM-001,Climatisation,9.31,45.0,3.9,4.6,19,1,1,0
2024-01-02 19:00:00,FRIG-002,Réfrigération,3.65,48.2,3.4,4.68,19,1,1,0
2024-01-02 19:00:00,POMP-003,Pompe Hydraulique,12.45,40.9,40.7,4.62,19,1,1,0
2024-01-02 19:00:00,ELEC-004,Éclairage/Bureautique,2.13,36.8,5.8,4.2,19,1,1,0
2024-01-02 20:00:00,CLIM-001,Climatisation,8.88,44.0,5.2,3.91,20,1,1,0
2024-01-02 20:00:00,FRIG-002,Réfrigération,3.05,42.0,4.6,4.39,20,1,1,0
2024-01-02 20:00:00,POMP-003,Pompe Hydraulique,13.54,44.1,46.6,5.07,20,1,1,0
2024-01-02 20:00:00,ELEC-004,Éclairage/Bureautique,1.85,34.8,5.9,3.36,20,1,1,0
2024-01-02 21:00:00,CLIM-001,Climatisation,3.81,33.1,5.0,3.37,21,1,1,0
2024-01-02 21:00:00,FRIG-002,Réfrigération,1.86,35.8,6.3,3.01,21,1,1,0
2024-01-02 21:00:00,POMP-003,Pompe Hydraulique,6.7,33.4,34.0,3.55,21,1,1,0
2024-01-02 21:00:00,ELEC-004,Éclairage/Bureautique,1.08,33.6,5.5,3.22,21,1,1,0
2024-01-02 22:00:00,CLIM-001,Climatisation,5.42,37.1,4.8,3.49,22,1,1,0
2024-01-02 22:00:00,FRIG-002,Réfrigération,1.29,33.0,5.4,3.06,22,1,1,0
2024-01-02 22:00:00,POMP-003,Pompe Hydraulique,6.23,33.6,27.2,3.36,22,1,1,0
2024-01-02 22:00:00,ELEC-004,Éclairage/Bureautique,1.3,34.1,5.3,3.03,22,1,1,0
2024-01-02 23:00:00,CLIM-001,Climatisation,4.17,33.9,5.6,3.17,23,1,1,0
2024-01-02 23:00:00,FRIG-002,Réfrigération,1.55,34.3,4.8,3.01,23,1,1,0
2024-01-02 23:00:00,POMP-003,Pompe Hydraulique,6.16,32.0,34.8,2.66,23,1,1,0
2024-01-02 23:00:00,ELEC-004,Éclairage/Bureautique,1.07,31.1,4.9,2.34,23,1,1,0
2024-01-03 00:00:00,CLIM-001,Climatisation,3.78,36.3,3.6,2.35,0,2,1,0
2024-01-03 00:00:00,FRIG-002,Réfrigération,1.69,36.2,6.1,3.63,0,2,1,0
2024-01-03 00:00:00,POMP-003,Pompe Hydraulique,6.78,34.0,37.9,2.91,0,2,1,0
2024-01-03 00:00:00,ELEC-004,Éclairage/Bureautique,1.18,32.5,4.3,2.85,0,2,1,0
2024-01-03 01:00:00,CLIM-001,Climatisation,3.19,34.3,4.9,3.18,1,2,1,0
2024-01-03 01:00:00,FRIG-002,Réfrigération,1.58,33.2,5.7,3.37,1,2,1,0
2024-01-03 01:00:00,POMP-003,Pompe Hydraulique,6.77,36.9,32.9,3.44,1,2,1,0
2024-01-03 01:00:00,ELEC-004,Éclairage/Bureautique,0.79,30.2,5.4,2.48,1,2,1,0
2024-01-03 02:00:00,CLIM-001,Climatisation,4.22,30.6,5.1,2.92,2,2,1,0
2024-01-03 02:00:00,FRIG-002,Réfrigération,1.31,34.1,4.7,2.94,2,2,1,0
2024-01-03 02:00:00,POMP-003,Pompe Hydraulique,5.46,27.6,25.2,3.22,2,2,1,0
2024-01-03 02:00:00,ELEC-004,Éclairage/Bureautique,1.07,33.1,5.0,2.78,2,2,1,0
2024-01-03 03:00:00,CLIM-001,Climatisation,4.25,31.2,6.5,3.4,3,2,1,0
2024-01-03 03:00:00,FRIG-002,Réfrigération,1.24,31.8,4.7,2.87,3,2,1,0
2024-01-03 03:00:00,POMP-003,Pompe Hydraulique,4.8,31.0,34.1,3.06,3,2,1,0
2024-01-03 03:00:00,ELEC-004,Éclairage/Bureautique,0.9,30.1,5.3,2.56,3,2,1,0
2024-01-03 04:00:00,CLIM-001,Climatisation,4.3,32.3,5.7,3.26,4,2,1,0
2024-01-03 04:00:00,FRIG-002,Réfrigération,1.33,34.4,5.1,3.25,4,2,1,0
2024-01-03 04:00:00,POMP-003,Pompe Hydraulique,8.49,35.2,40.6,3.6,4,2,1,0
2024-01-03 04:00:00,ELEC-004,Éclairage/Bureautique,0.79,29.2,5.6,3.04,4,2,1,0
2024-01-03 05:00:00,CLIM-001,Climatisation,5.72,37.3,5.0,3.56,5,2,1,0
2024-01-03 05:00:00,FRIG-002,Réfrigération,1.35,32.8,6.1,2.95,5,2,1,0
2024-01-03 05:00:00,POMP-003,Pompe Hydraulique,5.42,35.5,26.2,2.55,5,2,1,0
2024-01-03 05:00:00,ELEC-004,Éclairage/Bureautique,0.69,33.6,4.9,3.15,5,2,1,0
2024-01-03 06:00:00,CLIM-001,Climatisation,4.1,35.0,5.7,2.62,6,2,1,0
2024-01-03 06:00:00,FRIG-002,Réfrigération,1.66,31.5,6.4,3.44,6,2,1,0
2024-01-03 06:00:00,POMP-003,Pompe Hydraulique,6.59,34.5,30.3,3.0,6,2,1,0
2024-01-03 06:00:00,ELEC-004,Éclairage/Bureautique,1.06,31.5,3.3,2.93,6,2,1,0
2024-01-03 07:00:00,CLIM-001,Climatisation,10.01,39.3,6.1,4.15,7,2,1,0
2024-01-03 07:00:00,FRIG-002,Réfrigération,3.41,43.4,5.8,4.11,7,2,1,0
2024-01-03 07:00:00,POMP-003,Pompe Hydraulique,12.64,42.9,42.8,4.44,7,2,1,0
2024-01-03 07:00:00,ELEC-004,Éclairage/Bureautique,1.78,37.4,4.7,3.95,7,2,1,0
2024-01-03 08:00:00,CLIM-001,Climatisation,10.63,48.0,4.7,4.73,8,2,1,0
2024-01-03 08:00:00,FRIG-002,Réfrigération,3.55,46.8,6.2,4.56,8,2,1,0
2024-01-03 08:00:00,POMP-003,Pompe Hydraulique,14.44,45.2,45.5,4.57,8,2,1,0
2024-01-03 08:00:00,ELEC-004,Éclairage/Bureautique,2.21,38.4,4.9,3.65,8,2,1,0
2024-01-03 09:00:00,CLIM-001,Climatisation,9.42,39.8,5.9,4.62,9,2,1,0
2024-01-03 09:00:00,FRIG-002,Réfrigération,4.83,78.1,8.4,4.06,9,2,1,1
2024-01-03 09:00:00,POMP-003,Pompe Hydraulique,13.53,42.2,47.8,4.41,9,2,1,0
2024-01-03 09:00:00,ELEC-004,Éclairage/Bureautique,2.37,41.8,5.2,4.22,9,2,1,0
2024-01-03 10:00:00,CLIM-001,Climatisation,12.72,51.1,4.6,5.41,10,2,1,0
2024-01-03 10:00:00,FRIG-002,Réfrigération,4.53,52.1,5.6,4.95,10,2,1,0
2024-01-03 10:00:00,POMP-003,Pompe Hydraulique,15.87,47.2,51.9,4.81,10,2,1,0
2024-01-03 10:00:00,ELEC-004,Éclairage/Bureautique,3.12,46.7,4.8,5.06,10,2,1,0
2024-01-03 11:00:00,CLIM-001,Climatisation,12.79,51.7,5.7,5.6,11,2,1,0
2024-01-03 11:00:00,FRIG-002,Réfrigération,4.15,47.9,4.8,5.03,11,2,1,0
2024-01-03 11:00:00,POMP-003,Pompe Hydraulique,15.27,42.5,45.1,5.24,11,2,1,0
2024-01-03 11:00:00,ELEC-004,Éclairage/Bureautique,2.67,40.2,6.6,4.68,11,2,1,0
2024-01-03 12:00:00,CLIM-001,Climatisation,9.99,43.6,5.1,5.0,12,2,1,0
2024-01-03 12:00:00,FRIG-002,Réfrigération,3.78,42.3,6.0,5.48,12,2,1,0
2024-01-03 12:00:00,POMP-003,Pompe Hydraulique,17.62,50.2,51.3,5.32,12,2,1,0
2024-01-03 12:00:00,ELEC-004,Éclairage/Bureautique,2.65,42.1,3.3,4.33,12,2,1,0
2024-01-03 13:00:00,CLIM-001,Climatisation,12.73,49.2,3.1,5.51,13,2,1,0
2024-01-03 13:00:00,FRIG-002,Réfrigération,3.9,48.2,4.0,4.77,13,2,1,0
2024-01-03 13:00:00,POMP-003,Pompe Hydraulique,15.64,47.4,54.0,4.91,13,2,1,0
2024-01-03 13:00:00,ELEC-004,Éclairage/Bureautique,2.48,42.4,5.0,4.37,13,2,1,0
2024-01-03 14:00:00,CLIM-001,Climatisation,11.41,47.9,5.5,5.08,14,2,1,0
2024-01-03 14:00:00,FRIG-002,Réfrigération,4.21,48.1,4.3,4.87,14,2,1,0
2024-01-03 14:00:00,POMP-003,Pompe Hydraulique,18.18,49.2,52.2,5.53,14,2,1,0
2024-01-03 14:00:00,ELEC-004,Éclairage/Bureautique,2.66,44.5,4.7,4.74,14,2,1,0
2024-01-03 15:00:00,CLIM-001,Climatisation,12.1,47.6,7.2,4.86,15,2,1,0
2024-01-03 15:00:00,FRIG-002,Réfrigération,9.4,80.0,11.8,5.15,15,2,1,1
2024-01-03 15:00:00,POMP-003,Pompe Hydraulique,16.13,44.3,49.1,5.71,15,2,1,0
2024-01-03 15:00:00,ELEC-004,Éclairage/Bureautique,2.88,42.7,3.6,3.99,15,2,1,0
2024-01-03 16:00:00,CLIM-001,Climatisation,12.38,53.0,4.6,5.24,16,2,1,0
2024-01-03 16:00:00,FRIG-002,Réfrigération,3.87,44.7,4.4,4.76,16,2,1,0
2024-01-03 16:00:00,POMP-003,Pompe Hydraulique,17.08,45.2,52.0,5.36,16,2,1,0
2024-01-03 16:00:00,ELEC-004,Éclairage/Bureautique,2.57,39.6,5.7,4.86,16,2,1,0
2024-01-03 17:00:00,CLIM-001,Climatisation,8.75,42.4,5.6,4.36,17,2,1,0
2024-01-03 17:00:00,FRIG-002,Réfrigération,3.0,42.6,4.1,4.21,17,2,1,0
2024-01-03 17:00:00,POMP-003,Pompe Hydraulique,12.32,44.3,45.7,4.42,17,2,1,0
